Id,Ball_Control,Dribbling,Marking,Sliding_Tackle,Interceptions,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Freekick_Accuracy
7700,62,67,64,65,62,79,84,74,71,63,77,71,62,78,57,51
4519,60,31,72,71,74,60,62,80,80,47,40,71,66,45,31,23
566,79,81,28,43,49,91,87,75,53,88,92,70,45,79,80,56
8462,58,59,67,67,68,64,73,74,75,60,65,53,58,62,42,68
14751,59,58,35,38,45,58,60,61,62,64,55,41,44,57,55,56
465,78,77,26,24,32,86,85,74,75,66,75,67,70,80,82,64
9084,36,36,64,68,60,54,69,66,82,47,59,73,73,78,23,39
16121,55,56,19,26,17,67,73,58,65,52,62,65,55,56,57,41
15574,44,51,16,20,14,78,77,59,37,56,73,68,55,60,66,29
2092,71,70,49,57,67,63,66,86,68,59,52,73,54,70,74,59
2955,66,61,71,71,71,76,77,80,69,78,74,72,67,61,50,54
7478,46,57,65,71,63,50,55,49,85,46,48,79,72,70,40,60
14680,57,54,48,59,49,63,62,56,61,72,75,63,58,58,37,42
3221,73,74,71,73,77,81,69,78,46,84,83,74,47,52,44,61
4965,68,66,60,70,66,74,78,78,68,65,72,55,64,65,35,55
10707,47,38,64,63,62,59,61,69,74,57,50,67,58,55,20,21
8610,75,65,60,62,70,65,58,61,64,73,70,70,51,71,50,45
15186,14,11,6,14,14,17,17,21,56,29,34,35,12,22,6,12
12248,66,71,63,63,57,75,78,63,58,77,75,59,44,34,28,31
4549,67,65,19,16,27,76,80,83,85,61,61,68,65,68,73,29
12614,59,61,58,63,63,63,68,89,42,83,89,77,61,57,43,48
13069,66,68,18,17,23,66,64,64,64,82,72,61,39,56,51,56
12347,60,63,62,60,64,72,67,63,71,74,72,52,61,46,36,25
10051,54,42,68,66,65,63,66,68,82,54,54,61,68,34,35,27
8520,66,61,68,64,64,65,66,66,61,72,62,67,65,59,48,66
15392,17,12,14,13,9,31,32,36,52,49,30,52,13,23,11,14
7654,21,9,7,9,44,44,41,31,67,37,52,71,8,21,9,12
6062,74,72,59,59,57,80,69,71,46,84,75,73,49,71,60,54
16124,48,57,35,43,41,72,80,67,65,64,75,55,40,55,37,35
2910,72,70,22,18,25,65,55,63,82,55,63,65,75,78,74,47
1227,76,74,15,12,17,89,85,65,74,70,79,58,60,76,79,53
15086,57,56,13,14,23,72,73,60,55,72,65,62,34,61,63,29
1710,10,17,22,11,22,54,52,44,35,57,52,62,15,25,18,13
8341,63,61,67,65,68,52,45,74,76,58,68,45,57,65,52,52
13709,64,68,55,61,51,78,75,68,67,79,75,67,42,57,44,32
6320,68,72,33,34,38,88,77,75,60,77,73,32,54,76,63,57
8117,63,64,64,65,63,77,76,74,52,82,88,52,59,42,46,32
9514,70,70,26,30,42,63,66,55,72,56,71,72,62,73,63,61
7255,65,69,47,51,52,76,74,70,57,82,78,75,55,61,61,42
16631,21,12,9,13,15,26,25,36,40,42,30,64,14,22,10,14
1416,72,68,74,76,74,84,79,83,63,72,79,72,66,49,50,62
10624,61,60,62,67,60,73,72,80,75,60,70,71,67,59,39,53
13524,63,66,52,60,50,76,69,69,56,78,66,58,50,52,42,49
5508,21,12,14,13,6,30,34,39,73,29,25,56,13,24,17,12
12226,56,58,52,51,52,65,71,67,73,65,68,68,53,62,63,46
17460,27,24,43,52,50,60,60,54,62,59,41,64,48,36,16,30
9503,62,63,67,65,66,52,55,58,66,54,44,63,63,18,12,13
3185,78,76,28,34,26,79,79,69,55,75,83,55,44,76,62,48
10804,66,71,30,44,26,89,87,63,43,87,79,76,37,60,50,50
1856,75,72,70,66,76,68,68,85,77,73,65,72,69,72,64,58
1290,76,74,19,18,19,83,85,75,61,78,85,78,78,70,80,69
10038,50,52,64,66,65,66,68,60,70,49,51,62,63,53,20,23
16923,49,48,34,45,44,75,73,62,48,68,69,55,42,51,35,44
6378,69,60,17,30,21,59,64,48,73,68,76,67,72,68,68,68
1522,71,68,73,75,72,87,85,90,67,67,72,82,68,70,59,51
16015,15,9,7,9,6,33,30,27,32,40,35,70,13,21,9,8
2551,72,68,69,72,70,69,69,89,83,66,68,70,73,84,62,60
13926,35,23,15,13,10,48,57,66,61,22,38,52,30,19,16,10
3772,66,68,69,73,70,80,79,76,67,72,70,60,55,73,49,39
13101,51,54,56,49,68,78,80,80,62,65,75,76,51,68,62,62
11832,66,56,56,62,59,62,65,70,42,85,56,66,54,57,31,43
15027,56,49,52,50,68,62,63,71,67,56,59,66,52,39,42,25
9033,54,49,60,66,65,75,82,80,48,80,71,78,53,52,23,30
4412,67,60,26,24,43,51,62,71,87,34,43,67,74,76,73,51
11999,44,35,61,58,57,49,55,58,69,34,44,59,72,53,39,29
13985,54,60,51,65,55,68,62,57,50,73,56,58,53,36,32,41
3105,20,17,18,20,24,42,51,28,71,42,38,75,18,22,19,16
13590,62,60,60,63,64,65,61,70,61,67,64,68,56,60,40,48
1681,79,78,22,26,27,86,86,72,70,78,82,71,68,74,76,52
2378,70,65,16,23,36,68,76,74,90,50,57,81,84,76,75,60
8294,63,67,65,64,47,73,81,81,86,57,71,74,50,67,47,63
5582,69,64,58,65,69,73,70,78,72,77,73,80,61,58,40,53
8101,71,68,59,66,46,75,66,86,48,80,85,70,53,71,37,59
16423,50,57,43,47,49,64,70,56,43,69,70,58,34,28,32,38
17064,33,26,51,49,50,59,60,56,61,56,52,66,52,34,19,20
12006,62,66,20,14,35,83,88,63,77,46,78,66,60,58,60,26
11046,22,18,19,18,24,53,48,31,75,48,49,66,19,45,16,16
16864,38,41,47,49,44,78,78,77,70,53,56,69,51,52,26,29
7523,38,29,70,62,62,34,34,62,90,51,27,65,65,48,26,23
13251,56,54,17,17,18,60,58,63,74,56,50,52,68,62,62,38
8297,60,62,14,22,15,70,65,72,68,72,65,71,66,70,67,55
3736,70,67,21,24,41,66,72,63,85,66,68,81,73,74,74,54
10323,38,22,64,68,61,52,50,58,82,31,47,54,65,48,30,22
3878,75,67,21,30,45,51,53,72,76,60,68,50,30,79,64,72
3930,21,8,9,8,34,33,35,35,77,49,38,66,8,21,7,13
7111,53,37,67,64,66,68,75,74,83,50,57,75,68,51,28,34
4330,74,75,13,20,34,67,69,77,58,72,79,48,59,60,61,45
9825,47,22,63,71,68,61,60,57,50,42,69,68,59,42,31,45
735,65,60,78,76,78,66,68,75,79,53,52,86,77,61,25,29
1741,76,79,29,35,35,94,89,56,45,92,88,67,50,72,65,44
5366,66,50,71,67,72,39,34,69,79,32,48,55,69,77,34,73
11194,48,43,65,64,54,47,53,64,77,65,37,55,64,48,32,39
2029,64,62,72,72,72,76,72,79,79,71,73,74,72,50,49,40
8013,68,67,29,36,27,74,75,58,43,79,81,63,49,66,58,39
6253,56,51,70,65,68,83,81,63,71,66,81,89,62,48,38,30
13966,59,64,32,44,32,77,77,54,62,62,73,66,33,62,47,57
10112,67,64,47,51,53,74,64,66,54,78,76,64,58,64,54,49
14079,54,43,55,63,59,69,75,70,64,69,64,59,37,26,24,26
2476,72,71,71,72,69,79,78,79,72,72,73,78,64,68,48,68
1223,59,58,32,28,26,85,87,88,89,40,78,74,73,84,78,37
1302,74,72,48,54,50,83,84,87,64,84,85,94,82,74,74,55
12795,65,61,41,58,55,66,62,59,64,57,61,65,58,55,60,35
16340,44,39,51,54,52,52,55,53,67,68,65,79,52,47,30,36
9624,56,49,65,63,63,60,56,55,73,68,62,70,60,49,22,28
12487,12,11,15,11,30,58,59,55,66,30,55,80,10,26,12,13
2950,77,59,61,64,70,70,63,75,60,79,73,63,44,62,47,75
12337,55,18,65,62,56,49,54,66,70,58,49,73,71,44,26,34
7487,16,14,11,13,12,17,19,70,51,32,28,52,18,21,12,11
9485,55,36,65,62,58,46,42,71,81,55,41,74,65,53,42,43
10695,45,36,61,64,58,62,65,63,63,58,47,72,67,49,26,36
14750,64,63,50,44,49,67,69,58,50,68,62,54,39,56,51,51
15590,39,36,52,54,54,53,58,63,67,47,48,54,58,41,26,36
13142,49,40,56,62,55,72,52,55,80,61,60,70,62,72,26,39
16265,12,13,9,12,14,31,20,20,58,27,32,35,15,26,6,11
10663,61,59,24,25,27,47,54,55,59,50,56,47,67,72,66,63
8734,63,74,38,32,41,72,71,66,52,79,62,56,57,64,70,64
16134,59,61,54,54,31,63,72,60,58,59,72,71,58,56,48,41
14970,54,57,13,19,26,84,86,65,66,71,72,70,54,55,58,27
16147,31,26,54,62,55,55,62,62,60,52,49,57,56,41,25,36
7347,61,65,51,41,64,85,87,88,62,88,87,83,48,67,64,67
7396,66,67,65,64,71,76,76,85,64,78,76,62,39,70,62,66
534,60,59,79,76,81,66,68,78,79,47,55,81,79,61,33,36
640,82,71,69,81,74,86,82,85,69,73,74,70,66,84,54,56
17368,48,42,50,52,48,56,62,64,48,65,62,54,45,26,23,27
5364,67,69,70,69,68,77,79,74,63,72,73,60,56,72,45,58
11867,63,61,60,67,56,70,69,66,62,72,63,60,55,59,37,48
4450,72,71,17,18,49,70,70,72,76,66,71,68,63,75,70,74
8562,53,34,68,62,62,42,39,45,81,57,27,65,63,59,39,42
8199,12,15,13,11,20,48,52,41,79,30,48,72,25,24,13,15
2768,73,73,59,66,70,72,76,88,86,55,69,78,53,79,65,47
9585,23,14,14,17,24,52,50,28,56,46,63,64,12,23,15,11
9611,23,15,14,17,23,48,49,32,72,56,37,55,15,23,14,15
8086,67,69,56,55,52,68,65,66,65,74,65,61,60,69,63,67
10805,73,75,25,36,20,60,59,63,61,67,81,52,38,64,48,38
607,79,76,29,35,40,64,68,66,86,51,59,56,75,83,82,71
1855,62,54,72,71,79,76,75,74,79,64,67,85,76,42,26,36
4725,24,20,13,13,20,28,30,30,49,34,27,55,20,19,13,13
15966,42,55,50,66,56,67,55,55,56,72,58,60,48,37,35,31
14317,56,41,58,61,60,66,69,70,68,66,68,77,60,34,27,31
8538,54,36,76,64,64,32,32,30,71,59,58,57,69,58,47,40
8392,65,67,28,21,35,69,68,71,57,85,83,65,30,66,65,70
5999,70,67,19,20,23,82,81,67,66,72,90,91,66,66,71,39
1835,63,50,76,74,73,64,67,69,85,46,48,54,78,85,25,79
6319,23,12,12,14,11,59,60,36,68,61,59,72,12,16,16,19
15554,56,60,18,24,20,88,88,68,59,68,76,41,40,62,55,39
14198,57,58,21,23,25,81,82,57,41,81,74,53,39,42,56,58
5254,55,24,68,66,68,51,68,73,88,60,33,71,66,81,26,65
10933,64,70,26,24,34,80,82,72,57,68,72,40,39,66,59,39
8099,66,60,66,65,64,79,75,75,70,74,76,50,50,56,30,37
9380,64,62,14,13,24,33,36,67,90,30,35,32,79,70,65,49
5187,15,10,10,12,25,52,46,28,66,22,39,54,16,24,9,20
14556,57,59,52,60,54,69,73,68,59,72,51,64,46,22,24,31
2414,71,59,75,76,72,67,74,72,70,59,63,69,73,54,32,37
11831,62,46,63,64,62,58,55,78,64,71,65,71,52,39,22,21
16878,55,50,37,52,26,69,67,41,40,68,63,59,45,51,47,48
1074,80,79,47,49,65,66,74,73,56,77,72,62,48,74,64,62
7591,66,63,18,17,26,78,69,61,73,57,62,69,66,62,68,32
17442,29,48,55,57,54,60,58,56,71,62,64,71,41,29,26,25
7898,63,61,63,64,65,74,75,69,40,90,89,82,61,27,33,42
11633,59,61,62,61,59,52,54,64,82,65,50,48,59,63,43,57
8703,68,66,61,59,62,78,72,74,76,65,67,64,58,61,48,58
947,80,81,26,21,55,81,74,62,36,87,78,58,24,58,61,69
29,62,58,88,89,88,65,75,64,84,49,63,76,82,63,46,47
9934,66,70,24,24,24,77,75,61,69,64,67,54,41,70,59,43
8106,69,68,12,19,42,82,85,67,58,81,90,75,60,49,55,48
16784,17,16,17,19,25,49,41,43,50,57,35,59,15,23,14,11
2447,77,69,53,57,63,61,64,71,68,82,82,65,72,69,63,68
16802,22,16,13,14,17,42,44,45,53,48,47,51,19,16,13,20
13820,65,61,15,14,31,68,65,61,55,73,70,78,31,62,55,65
14230,61,63,53,52,61,74,69,66,49,78,69,57,60,56,41,45
6116,70,73,37,38,60,78,78,71,69,67,74,69,54,66,58,53
8212,67,71,62,66,60,70,84,81,72,65,71,60,63,60,42,45
4214,73,72,26,30,44,86,66,72,51,78,82,70,48,73,59,67
16903,48,53,46,48,49,67,69,58,66,52,56,58,44,20,23,25
7953,72,69,16,30,15,69,76,58,74,49,51,69,70,60,63,59
3396,67,68,68,72,68,78,75,89,75,62,83,66,65,76,45,42
11172,62,64,27,19,22,68,77,60,91,55,59,68,66,59,62,31
9051,63,57,64,68,68,80,78,69,58,75,76,83,65,58,25,34
13420,52,64,55,63,60,75,74,67,57,61,65,65,57,43,36,43
10621,65,63,60,55,63,56,62,71,75,53,55,56,60,72,43,59
6381,22,15,15,15,22,47,48,32,71,42,54,52,13,11,11,12
8791,62,60,59,59,62,84,77,76,64,77,79,74,51,71,51,70
15004,49,40,49,57,56,69,66,65,65,64,62,34,50,69,52,45
743,65,59,80,78,81,72,67,79,84,59,46,80,81,54,41,25
15678,19,5,7,13,14,16,16,22,64,39,39,40,13,24,6,14
6135,67,60,60,59,63,55,69,81,88,42,69,63,59,70,58,54
3569,77,75,33,53,49,86,85,81,59,80,90,75,42,75,61,61
9637,22,10,10,16,20,34,35,26,60,42,50,59,15,23,11,10
9812,64,71,18,21,20,78,75,55,57,73,66,63,55,66,67,46
8550,58,39,66,67,64,37,43,57,74,50,55,58,72,44,40,34
15762,12,8,3,22,27,44,46,42,58,68,39,56,7,16,23,22
2411,50,42,73,73,67,62,75,69,90,42,39,54,75,71,20,28
1536,78,78,68,64,75,69,75,78,72,68,69,55,60,82,58,50
5065,13,14,12,15,15,35,34,30,56,42,41,56,14,22,13,22
3344,72,66,67,69,71,57,68,73,75,54,58,73,68,73,61,56
7021,22,12,18,13,15,45,41,32,77,45,37,51,12,25,18,13
11408,67,63,39,59,58,70,68,75,59,52,72,70,52,51,50,60
10285,64,64,44,40,41,74,77,75,60,64,71,56,41,68,58,57
1068,83,80,55,61,68,75,73,74,65,77,84,58,58,82,64,73
7784,66,62,17,21,17,73,75,75,73,70,71,74,64,70,65,40
15280,19,20,16,15,8,33,39,23,57,40,38,54,15,20,19,18
14381,18,16,13,15,24,43,44,32,47,68,36,56,15,24,13,11
6721,69,65,19,18,14,67,71,66,64,65,61,64,69,66,72,30
7422,24,12,13,12,14,30,24,30,44,30,35,54,11,23,11,15
295,81,83,22,25,52,87,87,61,45,79,84,64,43,69,69,72
7058,17,13,14,12,24,49,49,26,57,57,48,69,14,24,9,19
11119,63,45,67,64,64,54,52,68,69,50,53,55,58,37,36,34
5468,72,67,65,69,67,54,50,82,73,74,71,72,68,69,60,69
832,80,77,38,40,55,68,69,69,56,72,69,63,57,79,73,80
13489,42,35,64,66,59,64,62,58,55,65,46,68,58,48,22,35
7467,70,58,70,72,59,66,67,82,71,63,70,66,59,57,38,57
649,82,73,70,74,76,68,61,67,75,75,69,74,67,83,61,84
2791,73,76,46,43,37,77,70,75,39,85,73,58,44,70,67,78
2549,70,69,69,64,70,67,70,81,75,72,77,77,46,70,60,53
3450,76,78,27,30,37,76,75,68,46,80,78,34,36,60,59,62
2702,67,66,61,83,79,77,76,74,70,65,64,71,54,26,34,21
9279,51,39,66,62,62,44,49,65,73,49,52,64,72,58,27,38
6925,67,72,17,17,18,77,79,56,60,58,75,62,70,60,66,66
5899,59,64,65,71,65,90,83,83,68,68,70,70,51,39,39,40
13254,56,52,21,15,17,77,75,54,41,81,71,63,60,67,64,32
13085,22,11,11,11,15,51,48,30,49,58,56,60,14,21,12,15
13803,64,59,37,38,45,67,73,64,63,61,63,59,54,60,53,67
8686,61,69,58,67,68,74,77,70,59,66,70,59,54,38,30,22
6723,67,63,25,23,28,79,75,67,61,72,71,76,59,74,68,34
7240,67,65,55,61,65,61,64,77,68,64,55,50,42,70,60,61
814,85,83,44,48,44,77,76,73,69,77,75,83,72,84,60,84
12875,56,57,64,58,55,72,74,70,65,83,69,62,59,53,28,38
3326,72,71,35,26,49,79,78,81,70,78,81,72,58,70,70,36
5815,67,74,28,35,21,84,79,67,59,82,77,57,49,66,69,42
5664,66,62,63,71,65,80,77,70,61,85,71,62,52,39,36,36
15146,57,57,15,17,24,75,70,59,45,72,58,56,57,57,59,36
13293,57,44,16,17,21,51,58,62,84,51,53,68,71,66,62,29
2570,55,48,73,73,73,52,49,70,85,64,58,88,72,65,25,28
6500,63,62,63,73,72,30,31,33,86,59,61,54,70,57,40,65
11537,63,63,54,52,54,69,72,73,63,69,73,56,48,60,59,64
15494,61,65,31,34,53,41,38,53,81,65,56,64,61,69,60,65
5119,67,69,60,72,66,87,91,88,74,62,72,60,53,49,47,43
13120,61,43,29,22,31,30,34,91,91,56,60,84,74,71,61,23
7725,65,69,64,66,57,82,81,72,64,75,78,70,46,59,57,52
13433,61,58,35,49,43,63,55,54,41,77,53,55,54,71,42,43
4295,14,20,14,14,15,54,54,38,70,53,52,70,11,13,12,17
10693,59,33,61,62,61,60,67,68,72,67,68,63,63,56,18,34
8419,28,10,12,13,13,41,49,38,60,32,32,56,10,22,9,10
5724,46,31,70,68,61,42,45,67,88,55,35,68,68,76,33,71
6761,67,68,55,63,71,77,75,85,64,75,82,73,57,56,38,33
586,65,60,80,80,79,68,72,74,77,71,69,75,77,61,51,46
1770,80,80,20,26,26,78,79,72,66,76,80,86,76,70,71,64
2811,66,63,74,69,69,69,69,84,72,68,60,75,53,88,65,59
1927,74,72,62,62,65,64,62,80,69,73,63,71,59,67,63,68
1318,79,72,62,62,71,69,63,74,67,88,78,64,53,79,60,55
13734,66,69,18,16,32,81,81,42,45,70,91,72,52,60,62,32
3585,72,75,24,21,43,75,73,74,64,65,80,63,67,71,72,51
7846,64,77,21,13,19,90,87,72,73,59,83,75,63,61,64,49
15763,61,60,33,45,38,67,69,67,59,81,52,55,41,59,45,33
10654,68,67,29,23,33,68,57,54,46,82,76,61,37,60,56,58
6284,43,34,65,63,67,52,52,79,83,33,63,83,71,46,16,34
10849,61,67,33,37,19,73,67,58,48,77,79,50,43,50,52,43
8420,66,50,70,73,70,70,67,68,80,67,57,70,67,59,36,31
762,80,70,70,76,80,60,64,80,74,64,68,58,66,72,52,58
15011,17,11,13,15,12,23,34,31,70,25,37,30,18,15,15,15
5367,72,64,12,12,13,68,68,54,68,54,66,78,74,70,76,50
4895,71,63,74,74,67,62,75,74,78,52,57,74,62,48,42,59
4658,59,52,69,67,73,54,49,63,78,58,48,66,72,67,33,26
10461,59,18,59,65,72,75,78,58,80,64,40,74,42,38,18,29
1139,78,82,65,73,72,83,83,84,66,70,78,78,62,81,67,84
9622,61,59,64,66,70,49,56,70,84,84,52,78,54,68,32,33
10122,65,67,38,32,23,80,77,74,33,90,86,73,46,65,46,59
13536,20,21,20,16,24,44,49,39,62,50,44,62,14,24,18,20
1486,21,13,13,20,20,49,52,35,68,39,45,73,13,23,14,12
9375,64,64,34,35,31,81,82,68,78,59,81,41,51,65,70,45
6755,60,63,64,69,62,75,77,83,66,76,67,58,61,58,34,65
9787,17,13,5,12,6,26,40,28,59,48,29,62,13,21,5,11
13645,34,43,65,65,58,66,58,63,63,57,57,62,55,27,28,34
3020,73,71,32,32,30,81,73,81,70,59,71,65,56,73,73,68
1529,77,72,29,30,38,76,74,73,48,80,78,60,46,77,77,83
10916,64,59,66,56,58,74,79,71,68,64,65,65,63,55,39,25
8030,61,57,26,29,23,67,65,60,78,48,53,61,72,74,71,36
14525,59,51,60,58,61,50,53,62,61,63,57,65,61,62,50,60
16647,42,23,50,58,45,54,64,68,58,70,40,69,51,36,16,22
908,10,14,5,12,17,48,45,40,70,53,55,73,13,23,6,12
16689,18,8,7,10,11,23,29,26,44,41,23,62,14,24,9,13
1220,87,86,16,24,30,85,85,75,75,75,83,69,68,76,61,72
1524,73,62,71,77,74,78,81,82,67,86,78,50,60,56,61,49
6421,64,47,65,67,74,54,53,73,69,67,63,65,72,68,57,58
11508,64,56,59,70,67,61,69,83,79,56,67,82,64,68,47,52
1781,64,43,74,74,72,64,76,78,83,67,70,82,75,69,39,34
7011,50,46,69,69,67,53,66,55,73,58,48,73,64,29,13,22
15584,55,57,63,63,53,60,60,54,60,64,57,61,59,55,37,45
17449,35,59,43,51,52,65,57,62,48,70,58,58,39,22,25,31
5146,71,68,59,55,49,82,81,62,56,77,74,72,58,63,64,71
10752,34,21,64,66,64,62,61,63,72,57,58,67,61,38,19,26
16586,50,47,27,26,28,56,56,49,56,43,50,47,52,54,55,33
6221,68,64,18,12,21,65,68,64,82,50,63,71,72,79,66,46
1523,58,45,77,72,73,33,50,74,80,56,56,76,75,38,43,41
494,79,72,76,80,77,68,73,78,69,59,65,74,83,70,62,36
17039,41,48,48,52,59,55,61,47,42,80,52,58,40,48,25,32
10244,65,64,33,30,22,82,82,66,33,91,90,80,51,72,67,40
16250,11,9,10,14,15,25,17,20,55,26,22,61,15,25,7,11
6778,63,66,27,22,17,62,63,60,75,49,57,43,75,71,74,36
253,75,72,76,82,87,66,69,88,76,66,65,77,78,74,59,47
4495,68,60,66,68,74,66,56,74,67,74,71,75,65,74,49,65
3480,55,48,70,73,68,54,67,70,85,53,51,82,74,13,21,33
17508,21,17,17,12,18,48,46,42,48,60,38,58,13,22,18,11
12455,67,54,57,67,54,59,62,72,72,66,71,64,53,65,55,62
2797,74,73,28,32,48,84,75,68,62,82,87,48,48,68,64,52
13675,56,60,62,64,60,65,67,66,46,71,71,73,44,26,37,29
8934,54,59,62,68,70,68,66,74,72,58,59,68,68,28,28,39
6527,74,71,38,53,55,79,77,73,58,78,81,72,41,58,56,42
1518,79,71,58,60,70,68,66,68,64,78,74,54,48,74,58,78
147,61,59,81,81,82,76,77,79,87,48,60,75,85,42,50,22
11495,53,58,60,66,61,70,65,76,75,65,65,76,69,47,29,39
9154,55,52,62,61,65,50,48,66,90,34,42,55,59,78,39,72
1588,18,14,13,20,25,37,39,31,69,40,40,73,11,21,11,19
2399,11,12,10,11,16,47,39,42,78,29,37,74,19,18,10,15
2987,60,44,78,67,74,45,54,63,84,41,49,62,74,47,15,25
12839,60,51,57,58,58,69,65,70,71,68,55,55,56,43,41,54
8861,61,64,59,61,58,93,90,81,55,88,91,81,35,43,45,39
8444,53,39,64,66,68,63,66,74,78,55,60,74,63,60,47,52
12344,52,46,58,60,55,38,48,64,80,54,51,62,67,45,23,37
1390,79,73,11,12,42,55,53,66,59,73,83,54,53,79,63,61
7102,46,20,13,15,27,49,53,27,71,54,42,70,20,23,15,12
8333,63,59,70,69,71,68,66,70,71,62,65,73,70,66,59,52
1075,79,65,79,78,80,62,67,72,59,77,73,78,59,73,57,69
12449,66,67,36,45,51,90,83,73,65,60,60,79,27,64,61,66
1326,75,72,69,70,76,72,74,83,81,62,62,69,73,79,65,65
13278,64,65,47,43,49,69,67,78,55,67,57,55,47,67,49,41
13741,54,56,63,59,55,69,70,68,60,64,68,71,56,24,27,33
1528,58,54,79,77,79,67,65,69,74,56,62,79,71,63,23,35
16243,43,31,48,52,52,59,62,59,66,63,50,71,58,33,24,20
3783,74,73,69,73,68,65,62,34,69,53,69,63,74,74,65,58
12557,64,67,40,30,43,72,74,70,33,89,79,68,27,55,40,62
10031,64,59,56,55,59,79,84,69,50,63,64,71,54,62,60,33
1675,72,65,72,67,79,79,75,87,79,78,77,73,52,76,46,65
2809,21,13,16,9,23,33,35,20,73,65,35,52,11,21,10,13
13164,61,64,24,13,15,75,67,66,70,75,81,68,47,68,61,65
3040,55,45,74,72,74,69,68,61,80,54,64,85,71,61,31,32
11422,66,63,23,38,29,62,66,64,83,62,59,71,67,63,59,53
11711,49,18,58,63,62,48,53,61,78,75,50,77,58,34,12,29
8176,70,68,54,42,46,69,68,67,71,74,75,56,53,70,64,76
13160,55,64,48,56,47,69,69,73,79,44,63,78,73,57,60,42
9199,64,63,15,18,42,77,78,60,83,47,54,55,66,66,63,55
12151,62,64,58,56,61,68,70,62,61,65,63,72,74,55,54,31
7808,47,39,64,62,65,43,53,67,92,41,42,51,67,46,27,30
3073,60,46,71,62,79,54,55,89,71,73,67,71,66,54,43,45
15461,61,57,33,31,33,69,66,61,70,55,42,49,60,71,57,48
13382,30,30,63,64,56,55,58,60,75,55,42,76,52,55,31,29
12969,49,39,60,63,62,54,62,69,79,52,46,64,61,52,42,36
10437,67,61,64,59,61,79,74,72,71,71,82,59,56,70,31,54
2566,78,79,28,27,33,64,65,52,59,66,68,55,44,65,62,69
17443,54,52,27,29,22,61,59,50,46,68,56,34,31,54,48,35
13723,25,12,17,13,20,57,58,38,72,41,36,54,17,20,14,15
5796,73,65,67,58,65,56,61,72,75,54,60,57,60,66,40,68
17401,33,46,43,55,48,65,62,57,47,45,58,63,37,23,29,25
3920,60,58,63,63,77,76,74,75,59,80,81,58,71,80,57,54
8155,66,72,13,11,17,87,82,73,75,86,85,59,44,70,67,52
14110,62,64,26,38,19,81,78,47,59,66,64,46,34,52,48,36
4128,71,65,63,74,71,83,85,78,58,83,82,82,51,79,43,53
16422,45,41,58,56,52,71,78,56,72,73,70,63,38,30,24,35
5310,75,73,39,47,51,72,69,71,69,77,75,53,56,72,69,59
10363,67,59,46,56,56,73,71,75,70,77,72,62,58,60,40,69
7376,64,59,67,65,62,64,76,70,87,50,59,54,62,74,40,61
10427,13,14,13,12,23,56,46,32,33,46,65,69,15,13,20,12
4286,72,71,66,72,71,73,76,76,75,74,74,69,57,69,41,56
7043,53,42,69,65,67,69,74,64,78,52,69,78,68,52,21,41
8173,65,63,22,30,32,68,72,73,57,62,70,52,61,69,67,57
4172,73,73,67,70,70,74,78,79,60,70,75,76,41,75,53,70
10802,42,26,64,60,62,64,69,68,69,53,48,72,64,32,23,29
4477,72,73,31,35,37,65,65,61,65,66,72,73,68,71,67,53
14548,40,41,52,54,56,72,72,66,81,51,57,68,55,42,26,31
15563,33,30,54,58,55,60,52,58,72,56,42,63,58,43,21,26
1142,73,64,72,80,77,67,68,79,78,71,64,63,66,74,49,58
6126,52,36,70,67,65,38,43,67,88,49,31,61,67,69,16,38
3733,77,68,37,36,56,30,38,27,40,73,70,54,50,67,60,75
821,73,65,15,12,19,54,65,68,90,49,53,61,88,84,82,54
14074,12,6,7,10,10,21,26,22,53,38,28,47,12,22,9,12
14653,48,32,56,55,55,55,55,55,64,44,57,70,69,31,24,23
9535,60,52,67,69,61,75,74,75,70,69,73,71,51,61,38,39
175,73,62,84,82,84,50,54,75,85,38,57,71,85,80,58,74
49,80,74,81,80,86,53,33,88,77,55,58,66,68,61,60,68
12146,65,55,62,63,61,41,64,55,65,60,66,80,57,48,43,38
6459,53,46,67,66,68,43,50,60,80,49,34,52,73,52,21,12
6128,63,67,70,65,68,78,79,74,71,69,72,66,49,64,52,59
6617,51,28,69,69,74,57,59,58,79,50,45,70,52,47,24,26
3939,73,72,56,67,68,81,84,83,64,74,78,70,53,76,40,52
17315,49,42,12,14,16,59,54,58,63,62,54,70,53,44,52,28
11307,23,16,18,19,22,41,42,34,69,56,31,54,13,24,12,12
1521,54,44,80,79,73,36,33,59,86,34,34,64,74,62,33,50
11482,47,28,60,64,64,52,51,71,82,54,39,70,65,44,30,27
5665,74,79,20,23,23,83,82,61,63,70,77,65,58,75,63,34
6051,68,66,20,37,21,76,81,70,63,64,73,60,65,64,73,57
3642,66,60,69,74,78,65,67,81,73,69,66,78,65,42,21,25
1394,78,74,60,51,63,74,70,81,65,73,80,60,58,76,66,72
8537,69,60,75,71,72,62,52,44,62,76,69,68,64,58,47,52
16228,19,19,12,16,23,36,22,24,62,35,31,36,11,16,11,12
16426,20,19,21,17,19,46,40,44,79,51,39,56,20,19,12,17
11493,56,58,49,48,66,90,78,80,71,70,74,76,56,56,56,58
15924,60,62,47,52,48,48,53,60,74,55,50,73,61,62,47,60
