Id,Name,Ball_Control,Dribbling,Marking,Sliding_Tackle,Interceptions,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Freekick_Accuracy
11616,David Mirfin,46,29,64,56,67,47,33,57,81,49,29,70,63,34,25,28
12428,Sammy Moore,62,56,59,58,59,64,65,82,54,90,90,82,60,57,56,56
5467,Vincent Gragnic,77,71,21,34,55,59,55,62,80,65,73,56,52,60,70,73
10661,Seigo Narazaki,30,33,12,22,14,52,56,40,65,62,55,65,23,40,11,55
2454,Duško Tošić,66,66,74,77,72,46,48,75,82,41,38,70,67,74,31,46
8871,Tyronne Ebuehi,62,64,61,68,58,86,90,74,62,68,69,57,52,36,33,33
4207,Hervías,72,77,29,34,41,80,79,80,46,72,80,64,43,57,62,49
12564,Nicolás Schiappacasse,63,68,17,23,21,64,72,42,53,65,62,41,50,62,67,45
14177,Osvaldo Arroyo,50,47,59,60,56,77,65,73,40,85,78,72,42,42,27,25
11479,Samuel Sahin-Radlinger,23,10,9,20,12,42,37,29,57,42,36,55,12,20,15,16
5603,Daiki Niwa,66,35,66,70,68,45,47,56,70,60,50,71,69,38,30,32
4253,Sergey Bryzgalov,63,46,70,70,74,68,77,62,70,66,73,81,67,60,36,32
3554,Álex Fernández,73,70,59,49,59,59,49,76,59,68,65,59,39,59,52,69
14402,Murad Al Rashdi,55,61,54,52,56,65,62,73,66,59,64,64,51,45,32,23
4058,Leandro González,73,71,28,35,24,70,75,55,80,62,64,57,57,74,65,71
6004,Esteban Andrada,20,16,19,14,22,45,44,42,56,43,34,51,13,17,14,15
15906,Katsuya Nagato,39,53,59,64,62,66,63,56,47,78,54,64,36,21,24,33
16153,Ilter Ayyildiz,58,57,32,26,17,71,67,71,56,62,62,58,40,57,51,26
13958,Libor Hrdlička,18,15,13,17,24,34,32,34,61,37,45,41,11,14,9,14
6240,Elliott Bennett,67,68,52,64,48,84,81,71,57,71,75,51,38,70,60,65
7285,Donny Gorter,72,68,61,72,65,67,66,78,63,77,74,74,47,70,51,67
7995,Thibault Peyre,56,41,69,68,66,65,66,74,65,65,62,71,64,46,30,27
6269,Shane Lowry,59,61,65,68,63,65,65,68,83,52,55,71,64,51,36,62
12001,Sergey Karetnik,66,68,48,54,52,67,69,52,70,50,56,62,59,65,59,41
14612,Souleyman Doumbia,55,55,54,57,53,72,70,64,45,76,61,61,51,31,32,35
2917,Néstor Araujo,65,48,73,74,74,63,73,75,82,50,50,65,73,63,34,45
6270,Johannes van den Bergh,63,61,64,70,66,72,75,74,70,65,63,70,59,58,32,45
5644,Nando,70,77,28,35,30,78,79,61,52,74,74,60,38,64,60,58
13846,Fahad Al Shammari,15,16,7,13,22,31,37,34,36,56,26,34,13,22,13,19
3258,Axel Sjöberg,50,28,72,60,74,55,55,64,93,24,44,69,74,32,24,29
26,Hugo Lloris,34,10,12,18,27,65,63,41,43,54,55,74,10,23,10,10
5608,Jhonier Viveros,70,65,20,32,37,80,73,65,65,70,89,68,36,65,64,53
3978,Ramy Bensebaini,69,65,69,72,72,68,71,65,79,59,59,76,72,47,49,37
10544,Dino Djulbic,41,25,64,64,57,30,38,55,86,32,32,56,69,61,39,42
6678,Ryan Kent,68,75,19,17,19,88,86,61,56,84,86,54,40,53,58,32
247,Fernando Néstor Muslera,23,25,17,16,23,60,62,45,68,62,68,84,12,25,10,10
15818,David Brooks,59,61,22,28,34,67,66,60,54,94,75,63,33,49,52,48
9570,Peter Larsson,34,22,65,60,68,35,40,43,85,40,38,72,70,34,35,34
14756,Josh Dasilva,59,69,32,44,39,73,75,61,71,65,50,54,54,61,61,43
3518,Christian Gytkjær,69,68,16,19,32,73,73,66,70,66,72,72,68,72,72,56
14645,Daniel Parra,57,61,55,55,55,69,69,59,42,77,65,55,54,51,32,44
12916,Tareiq Holmes-Dennis,61,57,62,60,56,65,72,66,59,71,58,60,59,43,31,29
17432,Gary Kinneen,35,44,41,55,53,61,57,55,47,49,52,55,42,24,26,35
15380,Felix Dornebusch,19,17,14,12,25,40,42,29,84,39,34,53,14,20,18,14
17236,Kim Sung Ju,49,56,14,15,18,67,62,56,52,76,54,54,44,46,48,32
242,Marko Arnautović,85,84,47,30,46,78,78,79,85,57,76,68,72,78,75,74
13437,Aaron Guillen,50,46,60,53,60,69,75,68,73,62,43,72,55,37,24,20
16306,Aqeel Nasser Zaila,48,55,14,11,16,67,60,50,59,73,56,59,50,64,56,32
2120,Fábio Sturgeon,76,78,32,31,37,77,79,80,69,66,78,67,67,73,66,43
12302,Dániel Nagy,67,66,40,24,38,71,77,62,68,72,62,71,54,69,56,53
17509,Daniel Byrnes,50,50,23,23,23,81,54,53,39,65,57,49,32,53,42,31
15937,Jan-Ole Sievers,17,11,5,10,14,40,45,28,41,39,42,51,14,34,12,15
15541,Ángelo Martino,63,59,29,48,22,73,76,54,44,82,77,40,48,61,45,46
12573,Juan David Caicedo,50,46,64,63,57,56,58,61,62,56,42,74,63,44,25,32
8892,Jeffry Fortes,59,64,60,63,65,72,76,74,73,65,67,76,57,66,36,48
13726,Dan Butler,55,49,61,60,57,74,73,71,59,71,76,80,50,43,26,58
11785,Guilaume Heinry,61,55,62,48,67,57,62,59,62,57,60,62,72,61,62,49
1089,Juanfran,80,71,68,74,78,78,82,88,73,70,76,74,66,79,57,60
17047,Romero Frank,51,50,28,20,18,64,69,46,52,70,54,49,30,51,48,36
14114,Ezequiel Palomeque,33,25,56,56,53,53,51,61,88,33,33,71,74,39,18,24
5618,Kelvin Amian Adou,67,68,74,69,67,73,73,73,68,71,68,70,57,49,32,39
4425,Vagner,26,12,11,17,19,39,42,43,68,53,61,71,18,28,13,17
16336,Kim Seong Hyun,43,38,56,54,53,54,49,62,63,48,53,50,55,32,33,32
5656,Christian Rivera,73,63,60,62,64,56,58,76,69,61,59,61,57,62,41,40
15130,Evans Mensah,61,64,22,23,22,80,78,62,43,90,85,78,41,54,56,32
1299,Ahmed Hassan,73,70,21,25,31,62,66,76,84,45,59,54,82,77,81,44
11684,Juanjo,59,58,63,61,64,70,70,70,54,70,58,58,53,49,38,37
15617,Mateo Puerta,49,55,47,54,63,67,65,83,33,78,76,73,43,20,21,27
9156,Franco Fragapane,63,70,24,23,50,77,73,74,43,91,83,82,43,67,58,60
15265,Harry Souttar,60,50,56,56,49,54,60,59,72,34,56,73,53,33,25,31
15728,Rino Anto,34,52,56,73,48,63,57,58,45,47,54,59,49,29,26,29
8736,Fepe Rochela,72,42,33,35,31,43,54,40,83,39,51,35,75,65,66,44
543,Andreas Christensen,71,68,81,81,77,64,68,66,68,62,54,72,78,31,36,22
6794,Alexander Sørloth,64,60,20,21,19,69,69,64,83,61,47,62,70,72,70,51
7250,Alessandro Tuia,50,32,67,70,67,64,60,64,76,56,59,78,68,58,22,40
12733,Aly Keita,12,9,5,11,10,20,23,26,49,41,36,58,13,23,6,12
7601,Matías Garrido,68,64,45,53,56,69,69,70,44,75,70,67,35,68,60,75
8508,Melitón Hernández,20,14,13,12,19,22,27,35,66,32,55,68,12,23,14,13
4150,Jakob Busk,15,15,14,14,29,45,42,31,64,56,30,56,10,25,10,12
509,Héctor Herrera,76,75,75,67,82,74,77,92,75,70,66,66,60,81,66,63
10376,Ermin Zec,64,64,19,34,58,67,64,66,68,74,74,73,65,69,66,50
8697,Eduardo,52,50,62,63,66,54,74,76,79,52,45,78,65,64,19,25
9232,Martin Angha,68,62,64,65,55,68,75,74,77,55,64,68,67,45,30,33
8280,Taishi Taguchi,68,66,44,52,57,70,74,87,62,68,81,64,40,55,52,65
10727,Mario González,64,66,11,18,16,72,75,58,53,68,68,62,49,52,62,38
10725,Nicolas Ngamaleu,58,63,37,44,44,75,77,64,63,62,66,71,63,67,65,45
12305,Curtis Edwards,63,65,33,41,34,71,64,69,46,73,77,41,40,74,57,47
9236,Thorsten Röcher,65,67,14,10,18,81,76,60,70,72,78,71,56,66,62,45
8505,Yohann Rivière,62,52,11,13,25,52,49,58,81,51,70,75,71,73,70,51
10454,Abdulaziz Al Dawsari,63,65,33,32,44,73,67,63,59,75,76,35,25,63,59,56
11622,Scott Wiseman,58,57,63,64,59,70,74,69,73,70,70,70,60,54,25,43
14702,Lucas Di Yorio,57,55,16,22,14,51,44,54,75,54,54,59,65,60,59,34
11034,Domingo Blanco,71,65,32,30,31,74,71,66,40,72,75,57,36,54,48,50
13357,Danijel Petrovic,44,34,55,65,62,64,55,62,71,61,53,71,52,40,26,28
7105,Zakarya Bergdich,69,68,61,65,65,85,81,57,78,74,80,82,64,74,46,46
12537,Sherif Hazem,33,35,60,56,58,58,63,61,73,55,51,73,56,46,22,34
9030,Dilan Zúñiga,59,60,64,66,59,72,75,77,64,73,68,62,45,59,34,44
11804,Zakaria Grich,63,66,20,24,23,81,80,64,44,62,68,67,32,57,57,65
4452,Xavi Torres,66,58,64,59,76,59,49,70,80,61,59,62,68,80,49,65
9117,Alex Grant,43,31,68,69,68,53,43,64,82,66,50,78,60,50,30,23
11918,Mayoral,65,70,21,34,18,85,84,61,25,83,90,49,39,58,59,63
8452,Simone Aresti,22,11,14,14,20,35,40,26,53,48,61,67,18,23,12,19
9648,Adul Seidi,59,63,20,18,21,67,65,56,64,59,58,83,70,65,67,34
4525,Joel Lynch,63,59,67,69,67,67,68,70,90,57,61,73,69,65,33,35
3667,Nicolás Peric,18,22,17,17,26,41,50,35,66,45,33,58,15,27,24,16
5306,Javier Cortés,71,70,54,51,61,74,75,77,72,80,77,67,59,69,66,72
2328,Valon Berisha,76,75,49,46,50,82,79,78,73,65,80,74,42,74,65,66
8935,Samuel Štefánik,70,67,51,49,50,73,75,56,59,77,67,56,52,62,58,47
7806,Carlos Abad,21,19,20,18,27,46,48,48,77,42,32,61,22,24,19,18
6505,Guy Demel,66,67,67,67,66,55,58,56,85,56,44,60,67,72,22,42
2125,Salih Uçan,79,75,65,64,68,74,72,65,52,72,76,60,75,76,70,67
5736,Fede,63,60,55,71,70,67,71,81,66,80,64,55,53,63,47,56
12979,Isaac Donkor,53,35,62,66,63,79,80,65,72,55,69,81,52,36,39,29
16256,Alexandr Melikhov,14,5,8,10,14,16,29,24,43,28,37,37,11,20,8,12
15063,Alex Fletcher,54,53,18,11,18,80,76,56,43,72,75,66,42,57,63,48
15670,Salvador Cordero,48,49,59,56,51,61,62,58,53,78,56,68,60,55,30,33
3188,Henry Onyekuru,73,77,13,25,18,87,86,72,45,78,85,79,57,68,71,35
12138,Stian Gregersen,48,42,62,53,59,59,63,59,74,72,48,72,62,51,38,38
10722,Jorge Praceira,63,61,68,60,62,64,68,71,76,63,59,66,61,51,36,52
81,Stéphane Ruffier,15,12,11,11,25,45,50,37,76,55,51,72,12,21,11,12
14535,Scott Shearer,24,12,13,11,17,37,38,31,65,48,42,61,17,24,14,16
9746,Kosuke Taketomi,65,66,30,23,55,59,63,44,61,74,80,83,68,70,70,37
15553,Rodrigo González,63,61,48,45,49,69,68,65,67,66,60,53,46,47,37,36
16943,Trevor Clarke,51,46,28,18,30,70,71,75,33,60,57,72,44,45,47,45
8600,Sam Lammers,66,56,21,12,33,67,72,70,72,64,67,75,68,65,67,33
14990,Rod McDonald,46,27,48,56,57,59,62,65,79,57,52,71,58,35,20,25
14687,Éder Aldralho,61,55,31,35,49,72,78,71,63,63,73,45,65,42,62,47
5726,Querol,67,64,40,42,45,88,89,76,70,63,71,59,57,67,66,51
5889,Fernando Aristeguieta,68,61,30,40,30,52,55,78,85,51,66,80,79,68,72,49
15692,Noel Mbo,51,58,19,15,15,80,82,66,83,59,69,80,59,68,49,21
13417,Yoshiaki Ota,62,65,56,58,23,40,48,52,59,72,59,57,47,62,52,39
756,Konstantinos Fortounis,79,80,38,38,32,73,77,71,66,74,81,61,57,76,74,78
5566,Ghislain Konan,67,70,70,65,68,74,75,68,64,73,64,56,48,57,43,32
2787,Luciano Abecasis,62,79,75,72,65,84,82,70,60,69,77,70,57,42,33,39
8747,Ramón da Almeyda,62,66,71,48,54,68,67,83,67,71,67,58,43,70,63,55
4481,Victor Bernárdez,63,60,68,65,66,55,55,73,86,48,56,77,64,86,39,70
7690,Branco van den Boomen,69,63,52,57,53,63,67,70,75,50,62,65,59,78,58,74
4859,Godfrey Oboabona,59,54,66,68,68,71,76,70,80,60,60,82,66,51,29,25
4632,Cristian Colmán,66,70,19,18,13,74,85,68,73,60,71,69,70,74,71,49
2741,Riza Durmisi,71,73,67,69,64,86,85,90,61,91,80,81,66,85,53,71
8427,Juan Carlos Arce,70,67,42,33,36,71,74,73,41,75,73,63,65,61,73,36
11538,Mauro Vigorito,21,13,19,12,26,43,45,32,46,30,64,67,9,21,18,12
16430,Shaun Rowley,20,16,16,11,22,47,42,27,54,59,31,58,11,17,15,15
13832,Lorcan Fitzgerald,58,56,60,60,56,55,55,71,72,66,56,82,56,56,37,64
7593,Kentaro Moriya,70,71,28,35,25,71,71,82,55,79,88,52,40,66,54,39
12145,Tadej Trdina,55,54,27,20,26,52,67,62,88,47,57,72,75,64,62,31
11656,Darren Potter,65,57,56,60,52,52,62,76,72,58,71,65,59,59,52,55
15842,Julian Büscher,61,58,32,31,29,55,63,34,47,67,57,57,40,65,44,49
3996,Issa Sarr,71,67,69,67,72,60,61,80,67,65,48,70,81,51,55,62
16359,Takuma Ominami,30,27,50,54,52,79,83,72,73,57,51,82,49,29,24,24
12879,Kim Yeong Bin,40,24,64,58,64,56,57,74,78,61,58,70,68,32,18,25
5835,Gastón Díaz,71,68,60,61,66,81,77,83,58,79,84,71,55,71,44,65
2673,Cotán,77,71,71,73,72,62,61,60,45,77,72,60,42,65,37,42
11477,Barge,62,62,66,58,64,70,66,79,64,70,66,70,53,67,39,46
1136,Perparim Hetemaj,78,77,68,76,69,78,78,89,69,83,86,88,58,76,56,69
8308,Marc Pedraza,67,55,57,59,69,67,70,75,72,61,65,71,49,61,49,41
3564,Bryan Oviedo,73,75,73,70,69,79,73,79,58,79,79,82,48,66,61,63
1728,Mike van der Hoorn,54,45,75,70,70,40,66,59,89,40,37,83,82,73,42,31
8770,Alan Moreno,66,57,66,67,63,75,69,76,70,69,71,72,62,44,33,25
6158,Shaun Hutchinson,61,58,66,65,62,66,74,62,85,54,55,70,67,54,17,35
13312,Herbie Kane,62,55,49,62,49,75,78,56,42,79,58,58,56,63,60,46
16652,Yoichi Naganuma,55,54,30,41,39,66,74,65,58,69,69,53,42,54,37,39
10611,Simeon Jackson,63,63,18,25,33,82,79,74,63,79,77,77,64,62,61,39
11190,Gonzalo Sepúlveda,52,38,68,64,69,48,47,64,71,56,64,60,40,48,39,52
7470,Carlos Caballero,67,57,62,60,64,57,50,53,60,68,63,48,41,68,58,75
11853,Lucas Chacana,59,64,19,15,12,63,57,51,62,69,55,66,61,57,66,36
13934,Jang Cheol Yong,54,57,49,58,53,74,73,69,41,57,72,30,44,69,41,28
2134,Burgui,77,77,24,21,38,77,80,67,59,62,66,57,55,65,69,64
3739,Samir Ujkani,23,12,16,10,10,51,49,21,59,50,55,79,10,22,13,14
2961,George Friend,69,74,73,74,70,75,73,85,82,50,71,72,68,63,50,57
7257,Yannis Tafer,68,70,25,25,47,75,78,64,57,71,74,61,54,68,68,67
6662,Volkan Fındıklı,69,65,68,64,70,48,51,64,82,60,44,67,60,65,34,39
10995,Ibrahim Cissé,64,62,55,57,63,73,78,66,61,71,65,71,48,45,32,41
3545,Michael Gregoritsch,76,73,35,38,33,66,74,70,69,52,66,50,70,80,69,78
11428,Miroslav Božok,70,65,53,59,48,63,59,75,62,78,75,80,46,61,62,60
12911,Oliver McBurnie,54,50,12,14,21,71,69,72,65,62,59,66,62,66,65,31
2588,Walter González,72,73,21,16,18,67,71,63,73,56,66,81,73,78,73,26
8073,Marnick Vermijl,64,66,62,61,61,86,83,76,68,64,72,62,58,73,48,35
12163,Harrison Manzala,56,72,48,42,47,81,86,75,68,71,82,83,61,78,62,40
9798,Dennis Widgren,64,61,58,59,65,72,67,73,56,62,69,66,45,59,29,52
7183,Neil Etheridge,32,21,12,13,24,51,53,34,76,58,54,42,11,24,13,18
13580,Gethin Jones,62,59,63,62,52,75,68,56,62,62,70,60,63,58,42,44
8633,Renso Pérez,66,68,51,47,47,71,66,64,67,71,72,64,49,58,56,57
15629,Sofiane Alakouch,55,61,48,51,55,72,74,60,50,76,78,51,40,35,23,25
1512,Cristian Riveros,76,69,63,62,65,60,53,75,62,70,79,65,70,71,69,68
16867,Ryan Yates,48,52,37,46,42,71,74,56,47,54,67,52,53,50,34,34
14062,Joël Abu Hanna,40,41,60,63,53,55,64,55,70,68,64,75,58,46,25,30
9405,Guyon Fernandez,64,67,24,33,25,74,77,58,70,65,66,76,52,70,64,63
17040,Alessandro Gilardi,18,8,5,14,8,21,17,17,60,32,26,43,14,25,9,10
9281,Ali Messaoud,71,68,19,24,34,67,64,67,56,66,68,74,39,59,63,67
1896,Jack Rodwell,75,72,72,66,75,64,64,79,75,62,73,78,78,77,69,47
4635,Manolis Siopis,64,60,75,75,69,72,77,75,58,82,69,66,55,66,50,58
8860,Cai Huikang,63,54,63,64,64,68,58,62,66,60,65,64,54,52,34,40
11847,Shota Kobayashi,63,58,45,54,39,68,65,79,60,74,70,69,49,55,43,50
10900,Alessandro Piu,75,73,15,16,20,68,55,56,58,66,70,61,65,63,65,48
3883,Álvaro Jiménez,72,77,50,32,48,83,81,71,59,73,69,58,48,75,60,49
14390,Maxime Crépeau,18,15,19,17,22,45,50,27,78,59,54,69,14,23,17,14
11836,Kota Ueda,54,56,64,65,58,57,62,60,57,75,62,63,62,41,34,32
12695,Kazunari Ono,49,36,58,65,57,61,59,64,72,64,71,81,63,33,18,20
8960,Haythem Jouini,69,65,21,24,22,56,64,60,70,60,47,62,67,62,66,46
11566,Deleu,62,64,64,63,58,71,71,75,63,78,90,70,48,64,36,36
6567,Shingo Tomita,68,56,68,66,72,52,52,70,47,83,75,66,44,41,32,31
15699,Christian Maghoma,38,28,59,58,56,60,58,64,51,61,48,65,63,50,27,29
2239,Willy Boly,60,48,71,69,74,67,71,64,84,47,60,70,73,52,32,35
4443,Hajime Hosogai,71,71,68,70,73,74,68,74,59,78,78,80,58,42,40,50
9542,Marek Wasiluk,44,45,63,76,76,52,55,87,86,34,52,33,73,68,29,57
7718,Ezequiel Garré,63,60,63,60,73,73,68,64,62,82,70,62,50,69,34,68
8191,Salomão,73,74,43,42,42,74,73,57,46,71,80,62,51,71,63,65
15135,Furkan Zorba,38,34,53,56,57,55,55,53,73,55,50,77,56,45,25,35
3846,David Navarro,53,45,76,68,72,34,35,59,81,47,49,67,70,53,39,37
1473,Fabian Frei,75,70,67,69,73,65,69,86,72,69,73,67,71,80,68,65
6304,Francesco Della Rocca,70,66,48,55,65,69,65,76,64,66,70,56,55,68,58,49
14141,Charles Traoré,39,67,61,64,66,64,63,77,70,65,56,62,45,27,30,40
2410,Ali Çamdalı,68,64,73,65,73,51,53,80,74,64,67,79,62,72,58,61
5617,João Carvalho,71,70,18,22,40,80,75,62,44,84,77,53,38,74,51,59
9490,Luis Martínez,69,65,61,62,66,63,63,72,70,66,64,69,64,69,32,56
16869,Nasser Al Anazi,15,8,7,14,8,31,22,25,45,47,32,61,13,21,8,11
16382,Gary Delaney,33,21,56,58,53,67,62,63,70,54,46,54,53,45,21,23
14470,Richárd Magyar,56,40,59,57,56,53,53,62,70,57,58,47,60,52,32,49
17221,Brandon Goodship,42,40,16,12,12,55,47,53,72,44,56,67,55,48,60,33
2108,Mattia Caldara,60,36,77,76,73,61,66,69,75,70,60,72,73,37,13,24
7795,Róbert Pich,66,68,25,29,17,77,83,73,46,79,85,50,53,66,62,40
8005,Emre Nefiz,70,69,30,30,30,76,74,62,56,65,75,55,45,67,69,49
6112,Joe Corona,70,71,58,51,65,72,73,68,59,75,77,67,67,72,63,64
12105,Gregory Wüthrich,29,30,59,62,65,55,55,63,83,46,40,71,63,39,22,29
7886,Matteo Fedele,68,62,54,55,62,65,68,70,70,58,61,62,52,65,55,61
3571,Juninho,71,69,59,65,67,75,69,76,60,83,76,69,51,81,57,71
12307,Matteo Legittimo,58,51,56,63,63,70,67,72,64,62,66,62,53,46,21,34
17080,Muteb Al Mutairi,29,23,45,54,48,55,61,64,68,73,46,73,46,37,18,21
5885,Jón Daði Böðvarsson,70,71,27,29,22,79,80,86,80,53,61,70,65,67,67,56
8049,Yeo Reum,64,61,62,58,56,75,75,86,72,81,76,72,38,58,49,56
939,Davinson Sánchez,62,42,77,81,67,68,75,69,85,55,64,78,81,74,40,27
9466,Ahmed Ibrahim Ateef,66,65,55,55,56,63,63,84,74,82,76,65,63,71,54,56
4803,José Carlos,68,47,69,74,71,54,55,66,65,66,46,71,71,43,21,48
15621,Aapo Halme,34,44,53,54,55,47,52,55,82,43,41,56,56,31,12,21
14741,Justin Bilyeu,38,35,56,57,55,75,72,77,72,52,40,69,53,54,24,28
16811,Kaina Yoshio,48,50,36,42,23,73,75,60,36,85,70,53,42,48,33,36
17459,David Gregory,16,17,18,14,10,30,33,19,37,41,31,52,20,21,16,14
17547,Kevin Horgan,22,13,13,11,21,44,41,40,49,66,31,66,15,20,13,18
3421,Milan Vilotić,58,54,76,74,63,62,65,72,82,63,57,71,76,66,38,48
11898,Alminho Boas,12,8,18,9,14,12,16,17,55,33,24,32,16,23,15,25
1264,Silvio Romero,76,70,28,36,26,80,81,70,73,70,80,61,70,78,75,45
15503,Cristian González,48,58,47,65,51,72,76,58,53,70,65,57,53,28,30,38
3860,Olivier Deschacht,62,47,72,71,80,53,54,70,70,59,55,65,72,65,38,36
713,Nemanja Radoja,73,70,76,78,81,58,53,73,76,53,58,64,51,63,72,36
8638,Mickaël Meira,13,9,9,14,6,32,21,27,60,28,28,37,13,18,7,12
6682,Andrés Vilches,67,68,15,12,15,68,69,70,71,65,70,69,71,70,69,32
10557,Jacques Salze,47,20,68,63,59,31,34,62,83,49,41,57,62,46,14,40
16715,Egli Kaja,57,55,39,46,25,67,68,62,62,70,63,77,36,46,43,50
17424,Benjamin Hvidt,53,51,50,50,52,54,55,45,53,60,57,61,46,44,42,38
1221,Palhinha,72,68,73,70,78,53,65,86,86,49,65,84,70,72,38,51
5829,Vyacheslav Krotov,70,75,40,47,40,79,78,65,65,75,75,45,65,68,68,48
5615,Curro Sánchez,72,71,22,35,41,69,64,48,44,71,76,48,43,48,65,65
4514,Jonathan Martins Pereira,70,69,70,78,68,68,67,76,65,65,68,63,59,55,39,44
2906,Giorgi Loria,25,27,23,24,22,50,54,26,75,44,53,68,34,19,22,17
13383,Kerem Çalışkan,63,62,20,20,20,65,65,53,64,68,66,60,62,60,63,35
12374,Yoann Arquin,61,62,19,21,24,77,81,64,81,51,58,61,61,61,57,52
2361,Fidel,77,79,19,35,35,82,90,77,57,77,86,72,46,72,71,65
13189,Eric Kronberg,15,19,19,17,25,34,42,24,86,31,32,62,12,18,12,13
8663,Heitor Silbeira,66,68,54,62,61,74,75,66,65,73,72,55,57,63,49,64
6573,Juan Muriel Orlando,69,71,19,18,24,67,71,67,76,69,68,70,70,65,73,31
8491,Luke Varney,64,62,33,35,33,75,74,70,70,72,76,91,74,68,62,42
12986,Stefan Milosavljevic,20,13,17,13,21,44,43,20,81,54,35,55,15,15,18,13
203,Manu Trigueros,84,81,53,58,69,75,73,81,63,71,79,83,76,81,71,69
8973,Sam Hendriks,64,66,21,19,19,66,70,63,64,62,66,73,65,70,67,39
1283,Yannick Gerhardt,78,75,65,73,72,69,69,78,74,67,73,64,59,75,71,55
5316,Jordon Mutch,73,69,62,61,63,65,69,67,69,64,65,67,67,76,62,71
8168,Nigel Hasselbaink,70,73,17,12,42,88,89,73,76,91,71,72,47,68,62,63
15379,Alan Ezequiel Martinez,24,19,17,13,25,44,47,36,70,41,37,51,20,19,14,13
12922,Jake Flannigan,69,66,49,52,28,62,68,53,59,67,63,54,52,65,57,56
10120,Leonel Miranda,65,64,49,44,68,79,79,81,55,83,82,55,55,65,57,66
6790,Leonardo Sánchez,43,40,72,68,65,42,33,57,88,37,34,33,72,56,28,29
8919,Lyes Houri,68,67,51,53,50,68,65,47,61,65,72,50,55,66,47,68
8865,Jefferson Gómez,50,37,68,62,63,54,59,62,77,57,61,74,59,51,18,26
7764,Hugo Seco,70,74,31,31,19,76,75,62,65,69,70,42,45,66,63,48
6772,Jonás Aguirre,69,70,46,48,40,93,94,70,57,79,83,57,46,67,57,43
2859,Fernando Canesín,76,78,23,27,39,83,81,78,53,76,82,60,47,62,59,61
12325,Benjamin Siegrist,20,10,12,12,27,40,33,40,62,30,39,49,12,11,11,12
8006,Peter van Ooijen,70,65,58,59,54,62,68,62,61,70,65,67,57,64,53,53
3316,Norbert Gyömbér,55,43,74,73,76,55,55,55,69,54,34,62,76,38,11,20
7244,Luke DeVere,57,32,66,66,70,60,66,58,85,49,50,70,59,56,35,36
2089,Karl Toko-Ekambi,69,75,13,18,21,75,75,68,75,66,76,68,68,71,76,54
12840,Ben Tilney,61,60,59,60,60,73,70,70,62,70,69,52,51,32,38,32
767,Bruno,64,34,80,76,74,34,51,76,92,32,32,65,75,66,23,31
13908,Gastón Togni,59,64,27,35,33,77,78,62,61,65,70,46,47,64,63,46
11511,Hope Akpan,65,62,60,61,67,66,69,77,78,62,67,72,73,63,52,46
11329,Matteo Ricci,63,61,34,28,34,74,73,69,49,76,68,59,39,56,42,55
7283,Kévin Bru,72,69,51,57,60,70,71,70,65,70,76,59,55,53,52,66
1836,Kévin Théophile-Catherine,72,69,75,74,73,73,68,73,78,65,70,72,72,60,46,51
16012,Lee Rae Joon,55,56,55,55,55,60,61,65,73,61,62,71,59,56,30,39
2989,Lora,70,64,67,80,69,80,80,80,66,81,77,65,55,68,57,49
6105,Abdoulaye Bamba,63,52,62,68,64,81,80,80,71,65,82,74,61,50,28,49
10630,Lars Nilsson,63,59,32,33,28,74,78,56,61,72,71,58,44,65,64,54
3630,Samuel Armenteros,70,77,25,23,31,72,67,67,75,72,69,71,65,73,71,42
13584,Jørgen Kolstad,59,62,45,45,50,54,63,71,56,65,63,51,41,60,55,42
2421,Walter Gargano,71,61,72,82,80,79,68,92,66,85,80,72,47,72,42,69
7647,Weilson Leal,50,48,62,68,66,61,62,74,75,58,53,74,71,61,42,32
10814,Kohei Kawata,18,11,19,14,36,33,30,45,48,49,47,50,13,19,16,14
15334,Eric Björkander,54,48,56,59,54,63,65,65,58,59,63,60,44,38,31,31
4571,Dimitrios Konstantopoulos,23,10,16,18,15,33,43,29,59,36,44,59,13,22,10,11
9838,Borja Domingo,65,69,12,19,17,55,52,52,56,65,57,67,65,66,67,28
4634,Antonín Barák,73,68,52,47,59,66,69,65,63,65,63,58,58,81,68,65
8793,Karim Essikal,64,58,69,64,64,52,55,68,73,60,64,64,62,48,37,35
6257,Christian Schneuwly,68,66,40,43,54,66,73,70,63,61,70,71,40,68,67,51
3766,Jorge Torres Nilo,65,61,70,71,70,74,75,82,83,62,72,74,68,62,34,51
2034,Ádám Nagy,78,76,68,64,70,77,75,79,55,79,77,55,54,58,48,62
5196,Thorsten Schick,74,73,50,54,49,70,74,72,67,72,73,46,55,73,67,59
1850,Duje Čop,73,68,25,30,32,67,63,75,68,59,70,56,68,70,80,80
319,Mario Gaspar,75,73,83,82,80,81,84,88,79,60,69,73,64,81,68,54
10011,Dominic Ball,63,51,62,63,64,62,65,75,72,66,58,71,64,54,42,31
15216,Shigeto Masuda,25,29,57,65,47,68,65,59,83,40,32,49,54,33,18,26
12353,Jonas Grønner,59,43,61,60,60,57,59,60,71,58,57,69,61,48,31,42
11362,Lukáš Droppa,59,51,63,62,64,67,68,70,74,60,59,55,44,66,37,43
6531,Keagan Buchanan,71,73,41,41,29,75,73,67,55,71,65,43,32,46,44,62
